"daily_curr_date","daily_curr_name","daily_curr_rate"
"2025-06-28","HKD","0.9124"
"2025-06-28","JPY","0.049417"
"2025-06-28","RUB","0.0874"
"2025-06-28","USD","7.1629"
"2025-07-07","RMB","1"
"2025-07-07","CNY","1"
"2025-07-07","CZK","0"
"2025-07-07","EUR","8.3932"
"2025-07-07","GBP","9.7531"
"2025-07-07","HKD","0.9122"
"2025-07-07","JPY","0.049031"
"2025-07-07","RUB","0.088"
"2025-07-07","USD","7.1614"
"2025-07-09","CZK","0"
"2025-07-09","EUR","8.3774"
"2025-07-09","GBP","9.7213"
"2025-07-09","HKD","0.913"
"2025-07-09","JPY","0.048824"
"2025-07-09","RUB","0.088"
"2025-07-09","USD","7.1674"
"2025-07-13","RMB","1"
"2025-07-13","CNY","1"
"2025-07-17","CZK","0"
"2025-07-17","EUR","8.3035"
"2025-07-17","GBP","9.6044"
"2025-07-17","HKD","0.9135"
"2025-07-17","JPY","0.0482"
"2025-07-17","RUB","0.088"
"2025-07-17","USD","7.1704"
"2025-07-18","RMB","1"
"2025-07-18","CNY","1"
"2025-07-18","CZK","0"
"2025-07-18","EUR","8.3326"
"2025-07-18","GBP","9.6114"
"2025-07-18","HKD","0.9128"
"2025-07-18","JPY","0.048146"
"2025-07-18","RUB","0.088"
"2025-07-18","USD","7.1634"
"2025-07-20","RMB","1"
"2025-07-20","CNY","1"
"2025-07-21","RMB","1"
"2025-07-21","CNY","1"
"2025-07-22","CZK","0"
"2025-07-22","EUR","8.39"
"2025-07-22","GBP","9.6563"
"2025-07-22","HKD","0.9117"
"2025-07-22","JPY","0.048769"
"2025-07-22","RUB","0.0879"
"2025-07-22","USD","7.1574"
"2025-07-24","RMB","1"
"2025-07-24","CNY","1"
"2025-07-25","RMB","1"
"2025-07-25","CNY","1"
"2025-07-27","CZK","0"
"2025-07-27","EUR","8.3919"
"2025-02-07","RMB","1"
"2025-02-07","CNY","1"
"2025-02-07","EUR","7.5121"
"2025-02-07","GBP","9.0105"
"2025-02-07","HKD","0.9341"
"2025-02-07","JPY","0.047917"
"2025-02-07","RUB","0.0718"
"2025-02-07","USD","7.2781"
"2025-05-17","EUR","8.0289"
"2025-05-17","GBP","9.5471"
"2025-05-17","HKD","0.9218"
"2025-05-17","JPY","0.049369"
"2025-05-17","RUB","0.089445"
"2025-05-17","USD","7.194245"
"2025-05-19","RMB","1"
"2025-05-19","CNY","1"
"2025-05-22","RMB","1"
"2025-05-22","CNY","1"
"2025-05-22","EUR","8.1039"
"2025-05-22","GBP","9.6437"
"2025-05-22","HKD","0.919"
"2025-05-22","JPY","0.049914"
"2025-05-22","CZK","0.327869"
"2025-05-25","CZK","0.327869"
"2025-05-27","EUR","8.125"
"2025-05-27","GBP","9.6855"
"2025-05-27","HKD","0.9164"
"2025-05-27","JPY","0.049652"
"2025-05-27","RUB","0.086"
"2025-05-27","USD","7.1833"
"2025-05-29","EUR","8.1398"
"2025-05-29","GBP","9.6598"
"2025-05-29","HKD","0.915"
"2025-05-29","JPY","0.049655"
"2025-05-29","RUB","0.0864"
"2025-05-29","USD","7.1743"
"2025-05-30","EUR","8.1467"
"2025-05-30","GBP","9.6665"
"2025-05-30","HKD","0.9165"
"2025-05-30","JPY","0.049775"
"2025-05-30","RUB","0.0888"
"2025-05-30","USD","7.1873"
"2025-05-31","RMB","1"
"2025-05-31","CNY","1"
"2025-06-01","RMB","1"
"2025-06-01","CNY","1"
"2025-06-03","RMB","1"
"2025-06-03","CNY","1"
"2025-06-06","RMB","1"
"2025-06-06","CNY","1"
"2025-06-06","EUR","8.1684"
"2025-06-06","GBP","9.6973"
"2025-06-06","HKD","0.9149"
"2025-06-06","JPY","0.049476"
"2025-06-06","RUB","0.0876"
"2025-06-06","USD","7.1793"
"2025-06-06","CZK","0.331126"
"2025-06-07","EUR","8.1704"
"2025-06-07","GBP","9.6999"
"2025-06-07","HKD","0.9152"
"2025-06-07","JPY","0.049487"
"2025-06-07","RUB","0.0877"
"2025-06-07","USD","7.1823"
"2025-06-07","CZK","0.331126"
"2025-06-09","RMB","1"
"2025-06-09","CNY","1"
"2025-06-09","EUR","8.1717"
"2025-06-09","GBP","9.7018"
"2025-06-09","HKD","0.9133"
"2025-06-09","JPY","0.049531"
"2025-06-09","RUB","0.0875"
"2025-06-09","USD","7.1684"
"2025-06-10","EUR","8.1797"
"2025-06-10","GBP","9.6783"
"2025-06-10","HKD","0.9141"
"2025-06-10","JPY","0.049412"
"2025-06-10","RUB","0.0876"
"2024-12-04","EUR","7.6273"
"2024-12-04","GBP","9.1996"
"2024-12-04","HKD","0.9317"
"2024-12-04","JPY","0.048163"
"2024-12-04","RUB","0.0668"
"2024-12-04","USD","7.2537"
"2024-12-13","CZK","0.303951"
"2024-12-19","CZK","0.30303"
"2025-01-16","EUR","7.5294"
"2025-01-16","GBP","8.9386"
"2025-01-16","HKD","0.94"
"2025-01-16","JPY","0.047007"
"2025-01-16","RUB","0.0693"
"2025-01-16","USD","7.3211"
"2025-04-21","CZK","0.332226"
"2025-05-08","RMB","1"
"2025-05-08","CNY","1"
"2025-05-20","CZK","0.325733"
"2025-06-21","RMB","1"
"2025-06-21","CNY","1"
"2025-07-27","GBP","9.6048"
"2025-07-27","HKD","0.9119"
"2025-07-27","JPY","0.048383"
"2025-07-27","RUB","0.0879"
"2025-07-27","USD","7.1584"
"2025-07-30","RMB","1"
"2025-07-30","CNY","1"
"2025-07-30","CZK","0"
"2025-07-30","EUR","8.2259"
"2025-07-30","GBP","9.5223"
"2025-07-30","HKD","0.9148"
"2025-07-30","JPY","0.048089"
"2025-07-30","RUB","0.0844"
"2025-07-30","USD","7.1813"
"2025-08-01","CZK","0"
"2025-08-01","EUR","8.2836"
"2025-08-01","GBP","9.5073"
"2025-08-01","HKD","0.9146"
"2025-08-01","JPY","0.048403"
"2025-08-01","RUB","0.0854"
"2025-08-01","USD","7.1803"
"2025-08-05","RMB","1"
"2025-08-05","CNY","1"
"2025-08-05","CZK","0"
"2025-08-05","EUR","8.2923"
"2025-08-05","GBP","9.5246"
"2025-08-05","HKD","0.9136"
"2025-08-05","JPY","0.048557"
"2025-08-05","RUB","0.0859"
"2025-08-05","USD","7.1723"
"2025-08-07","RMB","1"
"2025-08-07","CNY","1"
"2025-08-07","CZK","0"
"2025-08-07","EUR","8.3288"
"2025-08-07","GBP","9.6059"
"2025-08-07","HKD","0.9133"
"2025-08-07","JPY","0.048556"
"2025-08-07","RUB","0.0858"
"2025-08-07","USD","7.1694"
"2025-08-13","RMB","1"
"2025-08-13","CNY","1"
"2025-08-13","CZK","0"
"2025-08-13","EUR","8.3766"
"2025-08-13","GBP","9.6994"
"2025-08-13","HKD","0.9123"
"2025-08-13","JPY","0.048578"
"2025-08-13","RUB","0.0863"
"2025-08-13","USD","7.1624"
"2025-08-16","RMB","1"
"2025-08-16","CNY","1"
"2025-08-16","CZK","0"
"2025-08-16","EUR","8.3839"
"2025-08-16","GBP","9.7077"
"2025-08-16","HKD","0.9168"
"2025-08-16","JPY","0.048659"
"2025-08-16","RUB","0.089928"
"2025-08-16","USD","7.194245"
"2024-11-22","EUR","7.5151"
"2024-11-22","GBP","9.047"
"2024-11-22","HKD","0.9292"
"2024-11-22","JPY","0.046638"
"2024-11-22","RUB","0.0699"
"2024-11-22","USD","7.2342"
"2024-12-11","CZK","0.304878"
"2024-12-26","CZK","0.302115"
"2025-04-16","EUR","8.2855"
"2025-04-16","GBP","9.6423"
"2025-04-16","HKD","0.9393"
"2025-04-16","JPY","0.051029"
"2025-04-16","RUB","0.0832"
"2025-04-16","USD","7.2911"
"2025-04-17","CZK","0.332226"
"2025-04-22","CZK","0.33557"
"2025-05-28","CZK","0.327869"
"2025-06-10","USD","7.1753"
"2025-06-12","RMB","1"
"2025-06-12","CNY","1"
"2025-06-13","RMB","1"
"2025-06-13","CNY","1"
"2025-06-13","EUR","8.272"
"2025-06-13","GBP","9.731"
"2025-06-13","HKD","0.9134"
"2025-06-13","JPY","0.049655"
"2025-06-13","RUB","0.0875"
"2025-06-13","USD","7.1704"
"2025-06-13","CZK","0.33557"
"2025-06-17","RMB","1"
"2025-06-17","CNY","1"
"2025-06-17","EUR","8.2576"
"2025-06-17","GBP","9.6807"
"2025-06-17","HKD","0.9138"
"2025-06-17","JPY","0.049333"
"2025-06-17","RUB","0.0875"
"2025-06-17","USD","7.1733"
"2025-06-20","RMB","1"
"2025-06-20","CNY","1"
"2025-06-20","EUR","8.2464"
"2025-06-20","GBP","9.6396"
"2025-06-20","HKD","0.913"
"2025-06-20","JPY","0.049042"
"2025-06-20","RUB","0.0875"
"2025-06-20","USD","7.1674"
"2025-06-21","CZK","0.333333"
"2025-06-22","RMB","1"
"2025-06-22","CNY","1"
"2025-06-22","EUR","8.2503"
"2025-06-22","GBP","9.6307"
"2025-06-22","HKD","0.9135"
"2025-06-22","JPY","0.048988"
"2025-06-22","RUB","0.091575"
"2025-06-22","USD","7.194245"
"2025-06-27","RMB","1"
"2025-06-27","CNY","1"
"2025-06-27","CZK","0"
"2025-06-27","EUR","8.3814"
"2025-06-27","GBP","9.8083"
"2025-06-27","HKD","0.9121"
"2025-06-27","JPY","0.04939"
"2025-06-27","RUB","0.0874"
"2025-06-27","USD","7.1604"
"2025-06-29","RMB","1"
"2025-06-29","CNY","1"
"2025-06-29","CZK","0"
"2025-06-29","EUR","8.3786"
"2025-06-29","GBP","9.8095"
"2025-06-29","HKD","0.9124"
"2025-06-29","JPY","0.049417"
"2025-06-29","RUB","0.0874"
"2025-06-29","USD","7.1629"
"2025-07-01","RMB","1"
"2025-07-01","CNY","1"
"2025-07-04","CZK","0"
"2025-07-04","EUR","8.4138"
"2025-07-04","GBP","9.7459"
"2025-07-04","HKD","0.9112"
"2025-07-04","JPY","0.049404"
"2025-07-04","RUB","0.0879"
"2025-07-04","USD","7.1534"
"2025-07-06","RMB","1"
"2025-07-06","CNY","1"
"2025-07-08","RMB","1"
"2024-12-02","RMB","1"
"2024-12-02","CNY","1"
"2024-12-02","EUR","7.5835"
"2024-12-02","GBP","9.1488"
"2024-12-02","HKD","0.9326"
"2024-12-02","JPY","0.048328"
"2024-12-02","RUB","0.0662"
"2024-12-02","USD","7.2582"
"2024-12-09","CZK","0.30581"
"2024-12-20","CZK","0.302115"
"2025-02-05","CZK","0.3003"
"2025-02-28","RMB","1"
"2025-02-28","CNY","1"
"2025-02-28","EUR","7.5586"
"2025-02-28","GBP","9.1506"
"2025-02-28","HKD","0.9348"
"2025-02-28","JPY","0.048138"
"2025-02-28","RUB","0.0793"
"2025-02-28","USD","7.2712"
"2025-06-12","CZK","0.333333"
"2025-06-21","EUR","8.2503"
"2025-06-21","GBP","9.6307"
"2025-06-21","HKD","0.9135"
"2025-06-21","JPY","0.048988"
"2025-06-21","RUB","0.091575"
"2025-06-21","USD","7.194245"
"2025-07-28","CZK","0"
"2025-07-28","EUR","8.3088"
"2025-07-28","GBP","9.5819"
"2025-07-28","HKD","0.9126"
"2025-07-28","JPY","0.048166"
"2025-07-28","RUB","0.088"
"2025-07-28","USD","7.1644"
"2025-08-18","RMB","1"
"2025-08-18","CNY","1"
"2025-08-20","RMB","1"
"2025-08-20","CNY","1"
"2025-08-20","CZK","0"
"2025-08-20","EUR","8.3319"
"2025-08-20","GBP","9.62"
"2025-08-20","HKD","0.9169"
"2025-08-20","JPY","0.048572"
"2025-08-20","RUB","0.0858"
"2025-08-20","USD","7.1634"
"2025-08-23","RMB","1"
"2025-08-23","CNY","1"
"2025-08-23","CZK","0"
"2025-08-23","EUR","8.3776"
"2025-08-23","GBP","9.669"
"2025-08-23","HKD","0.916"
"2025-08-23","JPY","0.048633"
"2025-08-23","RUB","0.0857"
"2025-08-23","USD","7.1584"
"2025-08-25","RMB","1"
"2025-08-25","CNY","1"
"2025-08-25","CZK","0"
"2025-08-25","EUR","8.3241"
"2025-08-25","GBP","9.6185"
"2025-08-25","HKD","0.9139"
"2025-08-25","JPY","0.048265"
"2025-08-25","RUB","0.0855"
"2025-08-25","USD","7.1394"
"2024-12-31","CZK","0.302115"
"2025-03-28","RMB","1"
"2025-03-28","CNY","1"
"2025-07-08","CNY","1"
"2025-07-10","RMB","1"
"2025-07-10","CNY","1"
"2025-07-11","RMB","1"
"2025-07-11","CNY","1"
"2025-07-12","RMB","1"
"2025-07-12","CNY","1"
"2025-07-12","CZK","0"
"2025-07-12","EUR","8.3576"
"2025-07-12","GBP","9.6524"
"2025-07-12","HKD","0.9122"
"2025-07-12","JPY","0.048482"
"2025-07-12","RUB","0.0879"
"2025-07-12","USD","7.1609"
"2025-07-14","CZK","0"
"2025-07-14","EUR","8.3397"
"2025-07-14","GBP","9.6004"
"2025-07-14","HKD","0.9118"
"2025-07-14","JPY","0.048376"
"2025-07-14","RUB","0.0879"
"2025-07-14","USD","7.1584"
"2025-07-19","CZK","0"
"2025-07-19","EUR","8.3185"
"2025-07-19","GBP","9.5941"
"2025-07-19","HKD","0.9129"
"2025-07-19","JPY","0.048076"
"2025-07-19","RUB","0.088"
"2025-07-19","USD","7.1654"
"2025-07-20","CZK","0"
"2025-07-20","EUR","8.3185"
"2025-07-20","GBP","9.5941"
"2025-07-20","HKD","0.9129"
"2025-07-20","JPY","0.048076"
"2025-07-20","RUB","0.088"
"2025-07-20","USD","7.1654"
"2025-07-21","CZK","0"
"2025-07-21","EUR","8.3612"
"2025-07-21","GBP","9.6428"
"2025-07-21","HKD","0.9115"
"2025-07-21","JPY","0.048484"
"2025-07-21","RUB","0.0879"
"2025-07-21","USD","7.1554"
"2025-07-22","RMB","1"
"2025-07-22","CNY","1"
"2025-07-28","RMB","1"
"2025-07-28","CNY","1"
"2025-08-02","RMB","1"
"2025-08-02","CNY","1"
"2025-08-02","CZK","0"
"2025-08-02","EUR","8.314"
"2025-08-02","GBP","9.5276"
"2025-08-02","HKD","0.9152"
"2025-08-02","JPY","0.04867"
"2025-08-02","RUB","0.089928"
"2025-08-02","USD","7.194245"
"2025-08-03","RMB","1"
"2025-08-03","CNY","1"
"2025-08-03","CZK","0"
"2025-08-03","EUR","8.314"
"2025-08-03","GBP","9.5276"
"2025-08-03","HKD","0.9152"
"2025-08-03","JPY","0.04867"
"2025-08-03","RUB","0.0855"
"2025-08-03","USD","7.1843"
"2025-08-08","CZK","0"
"2025-08-08","EUR","8.3532"
"2025-08-08","GBP","9.6314"
"2025-08-08","HKD","0.9136"
"2025-08-08","JPY","0.048464"
"2025-08-08","RUB","0.087"
"2025-08-08","USD","7.1723"
"2025-08-14","RMB","1"
"2025-08-14","CNY","1"
"2025-08-14","CZK","0"
"2025-08-14","EUR","8.3327"
"2025-08-14","GBP","9.6847"
"2025-08-14","HKD","0.915"
"2025-08-14","JPY","0.048411"
"2025-08-14","RUB","0.0864"
"2025-08-14","USD","7.1684"
"2025-08-27","CZK","0"
"2025-08-27","EUR","8.2754"
"2025-08-27","GBP","9.6061"
"2025-08-27","HKD","0.9172"
"2025-08-27","JPY","0.048252"
"2025-08-27","RUB","0.0855"
"2025-08-27","USD","7.1424"
"2025-02-25","RMB","1"
"2025-02-25","CNY","1"
"2025-02-08","CZK","0.301205"
"2025-08-31","RMB","1"
"2025-08-31","CNY","1"
"2025-04-19","RMB","1"
"2025-04-19","CNY","1"
"2025-04-19","EUR","8.2927"
"2025-04-19","GBP","9.6783"
"2025-04-19","HKD","0.9389"
"2025-04-19","JPY","0.051173"
"2025-04-19","RUB","0.088968"
"2025-04-19","USD","7.29927"
"2025-05-07","RMB","1"
"2024-12-25","EUR","7.5754"
"2024-12-25","GBP","9.13"
"2024-12-25","HKD","0.938"
"2024-12-25","JPY","0.046232"
"2024-12-25","RUB","0.0704"
"2024-12-25","USD","7.2866"
"2025-05-07","CNY","1"
"2025-05-07","EUR","8.1714"
"2025-05-07","GBP","9.6093"
"2025-05-07","HKD","0.9292"
"2025-05-07","JPY","0.050209"
"2025-05-07","RUB","0.0848"
"2025-05-07","USD","7.2123"
"2025-08-27","RMB","1"
"2025-08-27","CNY","1"
"2025-07-13","RUB","0.091912"
"2025-07-13","USD","7.194245"
"2025-07-15","RMB","1"
"2025-07-15","CNY","1"
"2025-07-15","CZK","0"
"2025-07-15","EUR","8.3126"
"2025-07-15","GBP","9.5858"
"2025-07-15","HKD","0.9132"
"2025-07-15","JPY","0.048064"
"2025-07-15","RUB","0.088"
"2025-07-15","USD","7.1689"
"2025-07-16","RMB","1"
"2025-07-16","CNY","1"
"2025-07-16","CZK","0"
"2025-07-16","EUR","8.343"
"2025-07-16","GBP","9.6117"
"2025-07-16","HKD","0.912"
"2025-07-16","JPY","0.048462"
"2025-07-16","RUB","0.0879"
"2025-07-16","USD","7.1594"
"2025-07-17","RMB","1"
"2025-07-17","CNY","1"
"2025-07-19","RMB","1"
"2025-07-19","CNY","1"
"2025-07-23","CZK","0"
"2025-07-23","EUR","8.3708"
"2025-07-23","GBP","9.673"
"2025-07-23","HKD","0.9099"
"2025-07-23","JPY","0.048684"
"2025-07-23","RUB","0.0877"
"2025-07-23","USD","7.1434"
"2025-07-24","CZK","0"
"2025-07-24","EUR","8.3914"
"2025-07-24","GBP","9.6474"
"2025-07-24","HKD","0.9099"
"2025-07-24","JPY","0.048542"
"2025-07-24","RUB","0.0877"
"2025-07-24","USD","7.1434"
"2025-07-26","RMB","1"
"2025-07-26","CNY","1"
"2025-07-26","CZK","0"
"2025-07-26","EUR","8.3919"
"2025-07-26","GBP","9.6048"
"2025-07-26","HKD","0.9119"
"2025-07-26","JPY","0.048383"
"2025-07-26","RUB","0.0879"
"2025-07-26","USD","7.1584"
"2025-07-29","RMB","1"
"2025-07-29","CNY","1"
"2025-07-29","CZK","0"
"2025-07-29","EUR","8.2517"
"2025-07-29","GBP","9.5446"
"2025-07-29","HKD","0.9128"
"2025-07-29","JPY","0.048137"
"2025-07-29","RUB","0.0847"
"2025-07-29","USD","7.1664"
"2025-08-01","RMB","1"
"2025-08-01","CNY","1"
"2025-08-10","RMB","1"
"2025-08-10","CNY","1"
"2025-08-10","CZK","0"
"2025-08-10","EUR","8.3361"
"2025-08-10","GBP","9.6321"
"2025-08-10","HKD","0.9136"
"2025-08-10","JPY","0.048458"
"2025-08-10","RUB","0.089928"
"2025-08-10","USD","7.194245"
"2025-08-11","RMB","1"
"2025-08-11","CNY","1"
"2025-08-11","CZK","0"
"2025-08-11","EUR","8.3141"
"2025-08-11","GBP","9.6074"
"2025-08-11","HKD","0.9141"
"2025-08-11","JPY","0.048403"
"2025-08-11","RUB","0.0865"
"2025-08-11","USD","7.1763"
"2025-08-17","RMB","1"
"2025-08-17","CNY","1"
"2025-08-17","CZK","0"
"2025-08-17","EUR","8.3839"
"2025-08-17","GBP","9.7077"
"2025-08-17","HKD","0.9168"
"2025-08-17","JPY","0.048659"
"2025-08-17","RUB","0.0865"
"2025-08-17","USD","7.1753"
"2025-08-19","CZK","0"
"2025-08-19","EUR","8.3482"
"2025-08-19","GBP","9.6617"
"2025-08-19","HKD","0.9192"
"2025-08-19","JPY","0.048421"
"2025-08-19","RUB","0.0864"
"2025-08-19","USD","7.1694"
"2025-08-22","CZK","0"
"2025-08-22","EUR","8.3686"
"2025-08-22","GBP","9.6644"
"2025-08-22","HKD","0.9156"
"2025-08-22","JPY","0.048646"
"2025-08-22","RUB","0.0857"
"2025-08-22","USD","7.1544"
"2025-08-24","CZK","0"
"2025-08-24","EUR","8.3776"
"2025-08-24","GBP","9.669"
"2025-08-24","HKD","0.916"
"2025-08-24","JPY","0.048633"
"2025-08-24","RUB","0.0857"
"2024-11-25","RMB","1"
"2024-11-25","CNY","1"
"2024-12-27","RMB","1"
"2024-12-27","CNY","1"
"2024-12-27","EUR","7.5848"
"2024-12-27","GBP","9.142"
"2024-12-27","HKD","0.9389"
"2024-12-27","JPY","0.046098"
"2024-12-27","RUB","0.0704"
"2024-12-27","USD","7.2886"
"2025-08-28","RMB","1"
"2025-08-28","CNY","1"
"2025-08-29","RMB","1"
"2025-08-29","CNY","1"
"2025-08-29","CZK","0"
"2025-08-29","EUR","8.316"
"2025-08-29","GBP","9.6009"
"2025-08-29","HKD","0.9131"
"2025-08-29","JPY","0.048356"
"2025-08-29","RUB","0.0852"
"2025-08-29","USD","7.1184"
"2024-11-20","RMB","1"
"2024-11-20","CNY","1"
"2024-11-25","EUR","7.5795"
"2024-11-25","GBP","9.0648"
"2024-11-25","HKD","0.9287"
"2024-11-25","JPY","0.046775"
"2024-11-25","RUB","0.0675"
"2024-11-25","USD","7.2287"
"2025-02-16","RMB","1"
"2025-02-16","CNY","1"
"2025-08-24","USD","7.1584"
"2024-11-15","RMB","1"
"2024-11-15","EUR","7.633588"
"2024-11-15","CZK","0.302115"
"2024-11-15","RUB","0.072833"
"2024-11-15","CNY","1"
"2024-11-15","USD","7.246377"
"2024-11-15","GBP","9.174312"
"2024-11-15","HKD","0.934579"
"2024-11-15","JPY","0.046425"
"2024-11-19","EUR","7.6415"
"2024-11-19","GBP","9.1384"
"2024-11-19","HKD","0.9283"
"2024-11-19","JPY","0.046823"
"2024-11-19","RUB","0.0705"
"2024-11-19","USD","7.2259"
"2025-03-15","CZK","0.314465"
"2025-04-26","CZK","0.332226"
"2025-09-01","CZK","0"
"2025-09-01","EUR","8.3237"
"2025-09-01","GBP","9.6303"
"2025-09-01","HKD","0.9137"
"2025-09-01","JPY","0.048272"
"2025-09-01","RUB","0.0853"
"2025-09-01","USD","7.1244"
"2024-12-05","RMB","1"
"2024-12-05","CNY","1"
"2025-09-02","RMB","1"
"2025-09-02","CNY","1"
"2024-11-19","CZK","0.30303"
"2024-11-21","RMB","1"
"2024-11-21","CNY","1"
"2024-12-09","RMB","1"
"2024-12-09","CNY","1"
"2024-12-09","EUR","7.6569"
"2024-12-09","GBP","9.2573"
"2024-12-09","HKD","0.9321"
"2024-12-09","JPY","0.047865"
"2024-12-09","RUB","0.0703"
"2024-12-09","USD","7.2467"
"2024-12-26","RMB","1"
"2024-12-26","CNY","1"
"2025-01-01","RMB","1"
"2025-01-01","CNY","1"
"2025-01-06","CZK","0.301205"
"2025-03-01","EUR","7.5324"
"2025-03-01","GBP","9.1317"
"2025-03-01","HKD","0.9346"
"2025-03-01","JPY","0.04818"
"2025-03-01","RUB","0.078"
"2025-03-01","USD","7.2712"
"2025-03-05","CZK","0.306748"
"2025-04-02","RMB","1"
"2025-04-02","CNY","1"
"2025-04-02","EUR","7.8705"
"2025-04-02","GBP","9.3998"
"2025-04-02","HKD","0.9323"
"2025-04-02","JPY","0.048302"
"2025-04-02","RUB","0.0823"
"2025-04-02","USD","7.2562"
"2025-04-21","EUR","8.3562"
"2025-04-21","GBP","9.7311"
"2025-04-21","HKD","0.9378"
"2025-04-21","JPY","0.051567"
"2025-04-21","RUB","0.0856"
"2025-04-21","USD","7.2791"
"2025-04-24","CZK","0.331126"
"2025-04-25","RMB","1"
"2025-04-25","CNY","1"
"2025-04-25","EUR","8.2618"
"2025-04-25","GBP","9.6733"
"2025-04-25","HKD","0.938"
"2025-04-25","JPY","0.050478"
"2024-12-05","EUR","7.6476"
"2024-12-05","GBP","9.2296"
"2024-12-05","HKD","0.9312"
"2024-12-05","JPY","0.048136"
"2024-12-05","RUB","0.068"
"2024-12-05","USD","7.2482"
"2024-12-14","RMB","1"
"2024-12-14","CNY","1"
"2024-12-14","EUR","7.6146"
"2024-12-14","GBP","9.1517"
"2024-12-14","HKD","0.9338"
"2024-12-14","JPY","0.047184"
"2024-12-14","RUB","0.0682"
"2024-12-14","USD","7.2622"
"2024-12-15","RMB","1"
"2024-12-15","CNY","1"
"2024-12-29","CZK","0.302115"
"2025-01-12","RMB","1"
"2025-01-12","CNY","1"
"2025-01-15","CZK","0.298507"
"2025-01-17","EUR","7.5236"
"2025-01-17","GBP","8.903"
"2025-01-17","HKD","0.9396"
"2025-01-17","JPY","0.04676"
"2025-01-17","RUB","0.0693"
"2025-01-17","USD","7.3141"
"2025-01-18","EUR","7.5042"
"2025-01-18","GBP","8.8887"
"2025-01-18","HKD","0.9397"
"2025-01-18","JPY","0.046724"
"2024-11-19","RMB","1"
"2024-11-19","CNY","1"
"2024-11-24","CZK","0.298507"
"2024-11-26","CZK","0.3003"
"2024-12-03","CZK","0.30303"
"2024-12-07","RMB","1"
"2024-12-07","CNY","1"
"2024-12-21","CZK","0.302115"
"2024-12-22","RMB","1"
"2024-12-22","CNY","1"
"2024-12-22","CZK","0.302115"
"2024-12-30","CZK","0.302115"
"2025-01-01","EUR","7.5389"
"2025-01-01","GBP","9.1093"
"2025-01-01","HKD","0.9385"
"2025-01-01","JPY","0.046284"
"2025-01-01","RUB","0.0671"
"2025-01-01","USD","7.2921"
"2025-01-03","CZK","0.299401"
"2025-01-09","CZK","0.302115"
"2025-01-11","CZK","0.301205"
"2025-01-13","RMB","1"
"2025-01-13","CNY","1"
"2025-01-13","EUR","7.4579"
"2025-01-13","GBP","8.8839"
"2025-01-13","HKD","0.9401"
"2025-01-13","JPY","0.046421"
"2025-01-13","RUB","0.0693"
"2025-01-13","USD","7.3206"
"2025-01-13","CZK","0.3003"
"2024-11-29","CZK","0.30303"
"2024-12-18","CZK","0.304878"
"2024-12-21","RMB","1"
"2024-12-21","CNY","1"
"2024-12-21","EUR","7.5858"
"2024-12-21","GBP","9.1411"
"2024-12-21","HKD","0.9369"
"2024-12-21","JPY","0.04648"
"2024-12-21","RUB","0.0691"
"2024-12-21","USD","7.2861"
"2024-12-28","CZK","0.302115"
"2025-01-03","EUR","7.508"
"2025-01-03","GBP","9.0537"
"2025-01-03","HKD","0.9395"
"2025-01-03","JPY","0.046351"
"2025-01-03","RUB","0.066"
"2025-01-03","USD","7.3096"
"2025-01-07","CZK","0.30303"
"2025-01-08","CZK","0.30303"
"2025-01-10","CZK","0.301205"
"2025-01-12","EUR","7.4917"
"2025-01-12","GBP","8.9262"
"2025-01-12","HKD","0.9403"
"2025-01-12","JPY","0.046325"
"2025-01-12","RUB","0.07"
"2025-01-12","USD","7.3236"
"2025-01-18","RUB","0.071633"
"2025-01-18","USD","7.352941"
"2025-01-21","RMB","1"
"2025-01-21","CNY","1"
"2025-01-21","EUR","7.5414"
"2025-01-21","GBP","8.9186"
"2025-01-21","HKD","0.9324"
"2025-01-21","JPY","0.046636"
"2025-01-21","RUB","0.0701"
"2025-01-21","USD","7.2602"
"2025-01-23","RMB","1"
"2025-01-23","CNY","1"
"2025-01-26","RMB","1"
"2025-01-26","CNY","1"
"2025-01-26","EUR","7.5821"
"2025-01-26","GBP","9.0176"
"2025-01-26","HKD","0.9292"
"2025-01-26","JPY","0.046304"
"2025-01-26","RUB","0.073584"
"2025-01-26","USD","7.246377"
"2025-01-27","RMB","1"
"2025-01-27","CNY","1"
"2025-01-27","EUR","7.5886"
"2025-01-27","GBP","9.0166"
"2025-01-27","HKD","0.9292"
"2025-01-27","JPY","0.046748"
"2025-01-27","RUB","0.0703"
"2025-01-27","USD","7.2382"
"2025-01-27","CZK","0.30303"
"2025-01-28","CZK","0.30303"
"2025-01-30","CZK","0.301205"
"2025-01-31","RMB","1"
"2025-01-31","CNY","1"
"2025-01-31","EUR","7.5194"
"2025-01-31","GBP","8.9975"
"2025-01-31","HKD","0.932"
"2025-01-31","JPY","0.046903"
"2025-01-31","RUB","0.0705"
"2025-01-31","USD","7.2642"
"2024-11-21","CZK","0.302115"
"2024-11-27","CZK","0.301205"
"2024-11-28","CZK","0.302115"
"2024-12-01","CZK","0.30303"
"2024-12-05","CZK","0.303951"
"2024-12-07","EUR","7.6616"
"2024-12-07","GBP","9.238"
"2024-12-07","HKD","0.9334"
"2024-12-07","JPY","0.048332"
"2024-12-07","RUB","0.0705"
"2024-12-07","USD","7.2622"
"2024-12-10","CZK","0.30581"
"2024-12-10","RMB","1"
